date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:43:50	5834/5834	---M--	404	error ('Not%20Found')	text/html	etag:%223e4f463dbce3d7518af91414345975e9%22	http://projects-legacy.ez.no/robots.txt		(from )
10:43:52	415898/415898	---M--	200	added ('OK')	text/html	etag:%22c240ec3e4acf2c2b4ceac93c7ff4f730%22	http://projects-legacy.ez.no/	projects-legacy.ez.no/index.html	(from )
10:43:55	18249/18249	---M--	200	added ('OK')	application/zip	etag:%22038ab55fa35c7f56682942938d0ede91%22	http://projects-legacy.ez.no/svn/30_second_timeout_remedy.zip	projects-legacy.ez.no/svn/30_second_timeout_remedy.zip	(from http://projects-legacy.ez.no/)
10:43:55	200/200	---M--	200	added ('OK')	application/zip	etag:%2272a783974ddd7c0b9362817e5df8a4d4%22	http://projects-legacy.ez.no/src/30_second_timeout_remedy.zip	projects-legacy.ez.no/src/30_second_timeout_remedy.zip	(from http://projects-legacy.ez.no/)
10:43:56	17622/17622	---M--	200	added ('OK')	application/zip	etag:%225cbea22e039977e85c3089e1b6ab5658%22	http://projects-legacy.ez.no/svn/abpdfcatalogue.zip	projects-legacy.ez.no/svn/abpdfcatalogue.zip	(from http://projects-legacy.ez.no/)
10:43:57	180/180	---M--	200	added ('OK')	application/zip	etag:%22b84ea5124b4a351f34cae8cc98eba80a%22	http://projects-legacy.ez.no/src/abpdfcatalogue.zip	projects-legacy.ez.no/src/abpdfcatalogue.zip	(from http://projects-legacy.ez.no/)
10:43:58	73334/73334	---M--	200	added ('OK')	application/zip	etag:%224e46981e0027c39bc27233fc0faab21e%22	http://projects-legacy.ez.no/svn/accessibility_improvements.zip	projects-legacy.ez.no/svn/accessibility_improvements.zip	(from http://projects-legacy.ez.no/)
10:44:00	56423/56423	---M--	200	added ('OK')	application/zip	etag:%225681ae30f2b8c82f9875ec74c5f8ab35%22	http://projects-legacy.ez.no/src/accessibility_improvements.zip	projects-legacy.ez.no/src/accessibility_improvements.zip	(from http://projects-legacy.ez.no/)
10:44:00	17391/17391	---M--	200	added ('OK')	application/zip	etag:%22f7f34865187f6bcaaa96e859970fdede%22	http://projects-legacy.ez.no/svn/access_keys.zip	projects-legacy.ez.no/svn/access_keys.zip	(from http://projects-legacy.ez.no/)
10:44:01	174/174	---M--	200	added ('OK')	application/zip	etag:%22f752c9e5b843ccd3fe497713471392fe%22	http://projects-legacy.ez.no/src/access_keys.zip	projects-legacy.ez.no/src/access_keys.zip	(from http://projects-legacy.ez.no/)
10:44:02	21374/21374	---M--	200	added ('OK')	application/zip	etag:%2233794009701cfc760c1c7ecd741e2ec8%22	http://projects-legacy.ez.no/svn/accolorpicker.zip	projects-legacy.ez.no/svn/accolorpicker.zip	(from http://projects-legacy.ez.no/)
10:44:03	178/178	---M--	200	added ('OK')	application/zip	etag:%2271de8d3e76fef9c4df2361439cb2eaa2%22	http://projects-legacy.ez.no/src/accolorpicker.zip	projects-legacy.ez.no/src/accolorpicker.zip	(from http://projects-legacy.ez.no/)
10:44:04	28357/28357	---M--	200	added ('OK')	application/zip	etag:%226d8190527c6316fc6bef493ee1c56dcc%22	http://projects-legacy.ez.no/svn/addcollabrule.zip	projects-legacy.ez.no/svn/addcollabrule.zip	(from http://projects-legacy.ez.no/)
10:44:05	16123/16123	---M--	200	added ('OK')	application/zip	etag:%224957ecdd185366a4d0e41a6b5b42aa9b%22	http://projects-legacy.ez.no/src/addcollabrule.zip	projects-legacy.ez.no/src/addcollabrule.zip	(from http://projects-legacy.ez.no/)
10:44:06	17193/17193	---M--	200	added ('OK')	application/zip	etag:%22c0c6b6b9bc045ebde997ca480af1b109%22	http://projects-legacy.ez.no/svn/addicted.zip	projects-legacy.ez.no/svn/addicted.zip	(from http://projects-legacy.ez.no/)
10:44:07	168/168	---M--	200	added ('OK')	application/zip	etag:%22069a7bb557b1ea0f29041c0dc5fd0197%22	http://projects-legacy.ez.no/src/addicted.zip	projects-legacy.ez.no/src/addicted.zip	(from http://projects-legacy.ez.no/)
10:44:08	19833/19833	---M--	200	added ('OK')	application/zip	etag:%22260c61be0a5777b4367b4abdbbf14982%22	http://projects-legacy.ez.no/svn/adding_multiple_items_to_the_shop_basket_at_once.zip	projects-legacy.ez.no/svn/adding_multiple_items_to_the_shop_basket_at_once.zip	(from http://projects-legacy.ez.no/)
10:44:09	248/248	---M--	200	added ('OK')	application/zip	etag:%22bd0169a9ed6472ab7b0788723131ff23%22	http://projects-legacy.ez.no/src/adding_multiple_items_to_the_shop_basket_at_once.zip	projects-legacy.ez.no/src/adding_multiple_items_to_the_shop_basket_at_once.zip	(from http://projects-legacy.ez.no/)
10:44:18	75706/75706	---M--	200	added ('OK')	application/zip	etag:%224104fe02269d63eb4c91e02ca996dc3e%22	http://projects-legacy.ez.no/svn/adminaid.zip	projects-legacy.ez.no/svn/adminaid.zip	(from http://projects-legacy.ez.no/)
10:44:19	76054/76054	---M--	200	added ('OK')	application/zip	etag:%224641028dd396339a5875cdd394ee8a71%22	http://projects-legacy.ez.no/src/adminaid.zip	projects-legacy.ez.no/src/adminaid.zip	(from http://projects-legacy.ez.no/)
10:44:21	17853/17853	---M--	200	added ('OK')	application/zip	etag:%22b3386e3f7bcff84c403baa1d24c7b5e8%22	http://projects-legacy.ez.no/svn/admin_alphabetical.zip	projects-legacy.ez.no/svn/admin_alphabetical.zip	(from http://projects-legacy.ez.no/)
10:44:21	188/188	---M--	200	added ('OK')	application/zip	etag:%223f9aacf993791d22ee2b61cd6e83e382%22	http://projects-legacy.ez.no/src/admin_alphabetical.zip	projects-legacy.ez.no/src/admin_alphabetical.zip	(from http://projects-legacy.ez.no/)
10:44:23	17490/17490	---M--	200	added ('OK')	application/zip	etag:%226d2f2f01826d23a2b40f8f3a98e3024b%22	http://projects-legacy.ez.no/svn/adsenseblock.zip	projects-legacy.ez.no/svn/adsenseblock.zip	(from http://projects-legacy.ez.no/)
10:44:23	176/176	---M--	200	added ('OK')	application/zip	etag:%223a6ab39737ec8d7f5269eaa549d814b8%22	http://projects-legacy.ez.no/src/adsenseblock.zip	projects-legacy.ez.no/src/adsenseblock.zip	(from http://projects-legacy.ez.no/)
10:44:27	17721/17721	---M--	200	added ('OK')	application/zip	etag:%226ea61aea8b9b4828e8863fdc4e536586%22	http://projects-legacy.ez.no/svn/advanced_content.zip	projects-legacy.ez.no/svn/advanced_content.zip	(from http://projects-legacy.ez.no/)
10:44:27	184/184	---M--	200	added ('OK')	application/zip	etag:%22834855f898e2961337f49fe0a1e1b80c%22	http://projects-legacy.ez.no/src/advanced_content.zip	projects-legacy.ez.no/src/advanced_content.zip	(from http://projects-legacy.ez.no/)
10:44:36	119286/119286	---M--	200	added ('OK')	application/zip	etag:%220c051ea3f38bb70ba52da0c6615715a7%22	http://projects-legacy.ez.no/svn/advancedforum.zip	projects-legacy.ez.no/svn/advancedforum.zip	(from http://projects-legacy.ez.no/)
10:44:37	113328/113328	---M--	200	added ('OK')	application/zip	etag:%2265d392d6d9b5f06b8112b62a74a02ddf%22	http://projects-legacy.ez.no/src/advancedforum.zip	projects-legacy.ez.no/src/advancedforum.zip	(from http://projects-legacy.ez.no/)
10:44:38	168/168	---M--	200	added ('OK')	application/zip	etag:%2234593618efed1f6836d2c6dddcfbb1e7%22	http://projects-legacy.ez.no/src/afm2font.zip	projects-legacy.ez.no/src/afm2font.zip	(from http://projects-legacy.ez.no/)
10:44:39	17193/17193	---M--	200	added ('OK')	application/zip	etag:%228f2b50c70ea8a7762059b9398b94a158%22	http://projects-legacy.ez.no/svn/afm2font.zip	projects-legacy.ez.no/svn/afm2font.zip	(from http://projects-legacy.ez.no/)
10:44:41	182/182	---M--	200	added ('OK')	application/zip	etag:%228f999c3ad6e05051d983e43aaeeee490%22	http://projects-legacy.ez.no/src/ajax_class_edit.zip	projects-legacy.ez.no/src/ajax_class_edit.zip	(from http://projects-legacy.ez.no/)
10:44:41	17655/17655	---M--	200	added ('OK')	application/zip	etag:%22ee28f64866b39c555283beea9400141a%22	http://projects-legacy.ez.no/svn/ajax_class_edit.zip	projects-legacy.ez.no/svn/ajax_class_edit.zip	(from http://projects-legacy.ez.no/)
10:44:47	55096/55096	---M--	200	added ('OK')	application/zip	etag:%228b5d6ad7b8ae6ad75cd2d59045e1ddc1%22	http://projects-legacy.ez.no/svn/akismet.zip	projects-legacy.ez.no/svn/akismet.zip	(from http://projects-legacy.ez.no/)
10:44:47	23861/23861	---M--	200	added ('OK')	application/zip	etag:%223a46bb51637b7cde9a1ca98ab19b2398%22	http://projects-legacy.ez.no/src/akismet.zip	projects-legacy.ez.no/src/akismet.zip	(from http://projects-legacy.ez.no/)
10:44:49	17522/17522	---M--	200	added ('OK')	application/zip	etag:%22ac2698f8af6f3ed1e898d44fddd0d648%22	http://projects-legacy.ez.no/svn/alien_sterile.zip	projects-legacy.ez.no/svn/alien_sterile.zip	(from http://projects-legacy.ez.no/)
10:44:49	178/178	---M--	200	added ('OK')	application/zip	etag:%22c499d8257bab39fb4618bfeca848574a%22	http://projects-legacy.ez.no/src/alien_sterile.zip	projects-legacy.ez.no/src/alien_sterile.zip	(from http://projects-legacy.ez.no/)
10:44:51	30677/30677	---M--	200	added ('OK')	application/zip	etag:%2238e55564fa51ed4356577bd255b0d568%22	http://projects-legacy.ez.no/svn/all2e1pixeloutmp3flashplayer.zip	projects-legacy.ez.no/svn/all2e1pixeloutmp3flashplayer.zip	(from http://projects-legacy.ez.no/)
10:44:53	20974/20974	---M--	200	added ('OK')	application/zip	etag:%22108a4670b62b34e09aee34a6a4bb9d4b%22	http://projects-legacy.ez.no/svn/all2eafc.zip	projects-legacy.ez.no/svn/all2eafc.zip	(from http://projects-legacy.ez.no/)
10:44:53	12072/12072	---M--	200	added ('OK')	application/zip	etag:%22a5db34e8784897117457f4fafacdf4af%22	http://projects-legacy.ez.no/src/all2e1pixeloutmp3flashplayer.zip	projects-legacy.ez.no/src/all2e1pixeloutmp3flashplayer.zip	(from http://projects-legacy.ez.no/)
10:44:55	1149552/1149552	---M--	200	added ('OK')	application/zip	etag:%22aa80dd73a1057a9fd9d1a32c991c33bc%22	http://projects-legacy.ez.no/svn/admin2pp.zip	projects-legacy.ez.no/svn/admin2pp.zip	(from http://projects-legacy.ez.no/)
10:44:55	168/168	---M--	200	added ('OK')	application/zip	etag:%221930bfa84fb987192d2bb2855dc4081c%22	http://projects-legacy.ez.no/src/all2eafc.zip	projects-legacy.ez.no/src/all2eafc.zip	(from http://projects-legacy.ez.no/)
10:44:57	27569/27569	---M--	200	added ('OK')	application/zip	etag:%22237aa9bf4bebbb68991066fcc19fe05a%22	http://projects-legacy.ez.no/svn/all2ecoupon.zip	projects-legacy.ez.no/svn/all2ecoupon.zip	(from http://projects-legacy.ez.no/)
10:44:57	15023/15023	---M--	200	added ('OK')	application/zip	etag:%22e7eab75af9387b047ab941df7225b91c%22	http://projects-legacy.ez.no/src/all2ecoupon.zip	projects-legacy.ez.no/src/all2ecoupon.zip	(from http://projects-legacy.ez.no/)
10:45:06	30454/30454	---M--	200	added ('OK')	application/zip	etag:%22d0e85217a639a25751e82e3f73a03ce1%22	http://projects-legacy.ez.no/svn/all2egooglesitemaps.zip	projects-legacy.ez.no/svn/all2egooglesitemaps.zip	(from http://projects-legacy.ez.no/)
10:45:08	5919/5919	---M--	200	added ('OK')	application/zip	etag:%2245d3dc5905be0f681073d3a5e80bc33f%22	http://projects-legacy.ez.no/src/all2egooglesitemaps.zip	projects-legacy.ez.no/src/all2egooglesitemaps.zip	(from http://projects-legacy.ez.no/)
10:45:09	1313953/1313953	---M--	200	added ('OK')	application/zip	etag:%22b3709578ea7fc2dafce11a4436c0ea25%22	http://projects-legacy.ez.no/src/admin2pp.zip	projects-legacy.ez.no/src/admin2pp.zip	(from http://projects-legacy.ez.no/)
10:45:11	25771/25771	---M--	200	added ('OK')	application/zip	etag:%22d6e0ffba5231c1d68763f288575a0c22%22	http://projects-legacy.ez.no/svn/all2egoogleweather.zip	projects-legacy.ez.no/svn/all2egoogleweather.zip	(from http://projects-legacy.ez.no/)
10:45:13	12866/12866	---M--	200	added ('OK')	application/zip	etag:%225d8242dc0dbeefcf8e5b6966690efca5%22	http://projects-legacy.ez.no/src/all2egoogleweather.zip	projects-legacy.ez.no/src/all2egoogleweather.zip	(from http://projects-legacy.ez.no/)
10:45:17	20027/20027	---M--	200	added ('OK')	application/zip	etag:%221808ec5c2cedfd5f9fbe971c357627c5%22	http://projects-legacy.ez.no/src/all2eiclear.zip	projects-legacy.ez.no/src/all2eiclear.zip	(from http://projects-legacy.ez.no/)
10:45:17	40819/40819	---M--	200	added ('OK')	application/zip	etag:%2246be4d46eb28aaf7725f2105ddd4ddbc%22	http://projects-legacy.ez.no/svn/all2eiclear.zip	projects-legacy.ez.no/svn/all2eiclear.zip	(from http://projects-legacy.ez.no/)
10:45:37	443307/443307	---M--	200	added ('OK')	application/zip	etag:%2273a81de777b967893427ad9290ef22f3%22	http://projects-legacy.ez.no/svn/all2einfoexport.zip	projects-legacy.ez.no/svn/all2einfoexport.zip	(from http://projects-legacy.ez.no/)
10:45:37	424690/424690	---M--	200	added ('OK')	application/zip	etag:%223cc957b5047f2439d43473f49af21808%22	http://projects-legacy.ez.no/src/all2einfoexport.zip	projects-legacy.ez.no/src/all2einfoexport.zip	(from http://projects-legacy.ez.no/)
10:45:41	19916/19916	---M--	200	added ('OK')	application/zip	etag:%22c11554c57b145a22776280957d703532%22	http://projects-legacy.ez.no/src/all2ejwplayer.zip	projects-legacy.ez.no/src/all2ejwplayer.zip	(from http://projects-legacy.ez.no/)
10:45:42	64077/64077	---M--	200	added ('OK')	application/zip	etag:%223874e0702b95aca93b20fa8759b1154b%22	http://projects-legacy.ez.no/svn/all2ejwplayer.zip	projects-legacy.ez.no/svn/all2ejwplayer.zip	(from http://projects-legacy.ez.no/)
10:45:44	27943/27943	---M--	200	added ('OK')	application/zip	etag:%22036e54fbd09413a7eb653dec7ed7cd6a%22	http://projects-legacy.ez.no/svn/all2eqrcode.zip	projects-legacy.ez.no/svn/all2eqrcode.zip	(from http://projects-legacy.ez.no/)
10:45:45	17228/17228	---M--	200	added ('OK')	application/zip	etag:%22f1889ea13c0ca512c89df34b36fa6c56%22	http://projects-legacy.ez.no/src/all2eqrcode.zip	projects-legacy.ez.no/src/all2eqrcode.zip	(from http://projects-legacy.ez.no/)
10:45:47	3954/3954	---M--	200	added ('OK')	application/zip	etag:%2295b2fde2b6831dfec50ec1615d5c76d7%22	http://projects-legacy.ez.no/src/all2esolr.zip	projects-legacy.ez.no/src/all2esolr.zip	(from http://projects-legacy.ez.no/)
10:45:47	21425/21425	---M--	200	added ('OK')	application/zip	etag:%227f0c4f23029512d0d50f0e132e4f3042%22	http://projects-legacy.ez.no/svn/all2esolr.zip	projects-legacy.ez.no/svn/all2esolr.zip	(from http://projects-legacy.ez.no/)
10:45:49	17490/17490	---M--	200	added ('OK')	application/zip	etag:%226068c60e440c4ed415f28d1c08621997%22	http://projects-legacy.ez.no/svn/all2etwitter.zip	projects-legacy.ez.no/svn/all2etwitter.zip	(from http://projects-legacy.ez.no/)
10:45:49	176/176	---M--	200	added ('OK')	application/zip	etag:%228efd7807ebdd4c5658a3ff5f4fa37c07%22	http://projects-legacy.ez.no/src/all2etwitter.zip	projects-legacy.ez.no/src/all2etwitter.zip	(from http://projects-legacy.ez.no/)
10:45:51	22961/22961	---M--	200	added ('OK')	application/zip	etag:%2292fa89f738afd1d5e9cd0ecc14deccdf%22	http://projects-legacy.ez.no/svn/all2evcard.zip	projects-legacy.ez.no/svn/all2evcard.zip	(from http://projects-legacy.ez.no/)
10:45:52	3677/3677	---M--	200	added ('OK')	application/zip	etag:%227455cf1c0b5ed81682bd0e5bcfb9ee9a%22	http://projects-legacy.ez.no/src/all2evcard.zip	projects-legacy.ez.no/src/all2evcard.zip	(from http://projects-legacy.ez.no/)
10:46:24	750198/750198	---M--	200	added ('OK')	application/zip	etag:%225e0163a0cd0d60bcffc8691f42fd3b8c%22	http://projects-legacy.ez.no/svn/all2evcc.zip	projects-legacy.ez.no/svn/all2evcc.zip	(from http://projects-legacy.ez.no/)
10:46:24	722752/722752	---M--	200	added ('OK')	application/zip	etag:%222be9fc8f9ed5411e1a604b9826935ac8%22	http://projects-legacy.ez.no/src/all2evcc.zip	projects-legacy.ez.no/src/all2evcc.zip	(from http://projects-legacy.ez.no/)
10:46:29	18645/18645	---M--	200	added ('OK')	application/zip	etag:%22185ce8711771c4a1ab381715c75fceca%22	http://projects-legacy.ez.no/svn/alternative_autolink_generator.zip	projects-legacy.ez.no/svn/alternative_autolink_generator.zip	(from http://projects-legacy.ez.no/)
10:46:29	212/212	---M--	200	added ('OK')	application/zip	etag:%2239524317686e73ce9b9c47c78c67d282%22	http://projects-legacy.ez.no/src/alternative_autolink_generator.zip	projects-legacy.ez.no/src/alternative_autolink_generator.zip	(from http://projects-legacy.ez.no/)
10:46:33	17523/17523	---M--	200	added ('OK')	application/zip	etag:%22f09ddf0261fd282a000d2526ca2ad1b2%22	http://projects-legacy.ez.no/svn/ankiro_search.zip	projects-legacy.ez.no/svn/ankiro_search.zip	(from http://projects-legacy.ez.no/)
10:46:33	178/178	---M--	200	added ('OK')	application/zip	etag:%221c588761dee5e1c2b044da11f63fa0ff%22	http://projects-legacy.ez.no/src/ankiro_search.zip	projects-legacy.ez.no/src/ankiro_search.zip	(from http://projects-legacy.ez.no/)
10:46:37	17193/17193	---M--	200	added ('OK')	application/zip	etag:%22e02e8fd62891c681bdf91e84c8d7d7dd%22	http://projects-legacy.ez.no/svn/antispam.zip	projects-legacy.ez.no/svn/antispam.zip	(from http://projects-legacy.ez.no/)
10:46:37	168/168	---M--	200	added ('OK')	application/zip	etag:%2247ec4f778a654345298b3ff93cb627a9%22	http://projects-legacy.ez.no/src/antispam.zip	projects-legacy.ez.no/src/antispam.zip	(from http://projects-legacy.ez.no/)
10:46:44	88861/88861	---M--	200	added ('OK')	application/zip	etag:%22dcc12e5d5cfe2dd79be9e6c90e9770d9%22	http://projects-legacy.ez.no/svn/antivirus.zip	projects-legacy.ez.no/svn/antivirus.zip	(from http://projects-legacy.ez.no/)
10:46:47	17094/17094	---M--	200	added ('OK')	application/zip	etag:%2208f29245258176c62d5020f205a3be23%22	http://projects-legacy.ez.no/svn/aplgwo.zip	projects-legacy.ez.no/svn/aplgwo.zip	(from http://projects-legacy.ez.no/)
10:46:47	130830/130830	---M--	200	added ('OK')	application/zip	etag:%22333e1a01ba76540174f11fc6c4af6b56%22	http://projects-legacy.ez.no/src/antivirus.zip	projects-legacy.ez.no/src/antivirus.zip	(from http://projects-legacy.ez.no/)
10:46:48	164/164	---M--	200	added ('OK')	application/zip	etag:%228020d168fd048bb3d071200c8e9575e0%22	http://projects-legacy.ez.no/src/aplgwo.zip	projects-legacy.ez.no/src/aplgwo.zip	(from http://projects-legacy.ez.no/)
10:46:51	3780/3780	---M--	200	added ('OK')	application/zip	etag:%227d4d19f3e6fcc960d263ece32ff0cdcb%22	http://projects-legacy.ez.no/src/aplsetremoteidwithattribute.zip	projects-legacy.ez.no/src/aplsetremoteidwithattribute.zip	(from http://projects-legacy.ez.no/)
10:46:51	29207/29207	---M--	200	added ('OK')	application/zip	etag:%22028f0a27c7f93204b58ae5b5bca376db%22	http://projects-legacy.ez.no/svn/aplsetremoteidwithattribute.zip	projects-legacy.ez.no/svn/aplsetremoteidwithattribute.zip	(from http://projects-legacy.ez.no/)
10:46:53	19305/19305	---M--	200	added ('OK')	application/zip	etag:%2271a33e9b8981381569aa375558123747%22	http://projects-legacy.ez.no/svn/arbitrary_html_inside_ez_xml_text_fields.zip	projects-legacy.ez.no/svn/arbitrary_html_inside_ez_xml_text_fields.zip	(from http://projects-legacy.ez.no/)
10:46:53	232/232	---M--	200	added ('OK')	application/zip	etag:%2217e8afac0aac304a8fd15ecc82682ccb%22	http://projects-legacy.ez.no/src/arbitrary_html_inside_ez_xml_text_fields.zip	projects-legacy.ez.no/src/arbitrary_html_inside_ez_xml_text_fields.zip	(from http://projects-legacy.ez.no/)
10:46:57	44851/44851	---M--	200	added ('OK')	application/zip	etag:%222ec1ba9a2a8f52e39382f8cbe628246a%22	http://projects-legacy.ez.no/svn/archive.zip	projects-legacy.ez.no/svn/archive.zip	(from http://projects-legacy.ez.no/)
10:46:57	20548/20548	---M--	200	added ('OK')	application/zip	etag:%221bbd11bf6e318d713f2895fd8ff1e60b%22	http://projects-legacy.ez.no/src/archive.zip	projects-legacy.ez.no/src/archive.zip	(from http://projects-legacy.ez.no/)
10:46:59	17556/17556	---M--	200	added ('OK')	application/zip	etag:%22cf6b55109ea404f3a1b7d3e8f4249892%22	http://projects-legacy.ez.no/svn/arh_admin_rtl.zip	projects-legacy.ez.no/svn/arh_admin_rtl.zip	(from http://projects-legacy.ez.no/)
10:46:59	178/178	---M--	200	added ('OK')	application/zip	etag:%223799ba774298223a20b83d775b1b6fe6%22	http://projects-legacy.ez.no/src/arh_admin_rtl.zip	projects-legacy.ez.no/src/arh_admin_rtl.zip	(from http://projects-legacy.ez.no/)
10:47:04	68211/68211	---M--	200	added ('OK')	application/zip	etag:%225da7da755f89b373eeaefd3d679489cd%22	http://projects-legacy.ez.no/svn/arh_jdebug.zip	projects-legacy.ez.no/svn/arh_jdebug.zip	(from http://projects-legacy.ez.no/)
10:47:04	40800/40800	---M--	200	added ('OK')	application/zip	etag:%22e608c449df80783d362e4ea2281c6289%22	http://projects-legacy.ez.no/src/arh_jdebug.zip	projects-legacy.ez.no/src/arh_jdebug.zip	(from http://projects-legacy.ez.no/)
10:47:06	186/186	---M--	200	added ('OK')	application/zip	etag:%22734152dcbd474d0e4f090b4f7b435ccb%22	http://projects-legacy.ez.no/src/arraysortoperator.zip	projects-legacy.ez.no/src/arraysortoperator.zip	(from http://projects-legacy.ez.no/)
10:47:07	17787/17787	---M--	200	added ('OK')	application/zip	etag:%22634d69c3b7692c52d7a20c1dc881f09f%22	http://projects-legacy.ez.no/svn/arraysortoperator.zip	projects-legacy.ez.no/svn/arraysortoperator.zip	(from http://projects-legacy.ez.no/)
10:47:09	200/200	---M--	200	added ('OK')	application/zip	etag:%229d08e9fab2764d69b156febd7fddb10a%22	http://projects-legacy.ez.no/src/assign_files_to_sections.zip	projects-legacy.ez.no/src/assign_files_to_sections.zip	(from http://projects-legacy.ez.no/)
10:47:09	18249/18249	---M--	200	added ('OK')	application/zip	etag:%2206ab2ec66f57746398badae936d45a09%22	http://projects-legacy.ez.no/svn/assign_files_to_sections.zip	projects-legacy.ez.no/svn/assign_files_to_sections.zip	(from http://projects-legacy.ez.no/)
10:47:11	17985/17985	---M--	200	added ('OK')	application/zip	etag:%22c7afc2c94a5d561b47fea6046f568cd0%22	http://projects-legacy.ez.no/svn/attributeedit_policy.zip	projects-legacy.ez.no/svn/attributeedit_policy.zip	(from http://projects-legacy.ez.no/)
10:47:11	192/192	---M--	200	added ('OK')	application/zip	etag:%2218005d204ac88b67134330c5b59c1f69%22	http://projects-legacy.ez.no/src/attributeedit_policy.zip	projects-legacy.ez.no/src/attributeedit_policy.zip	(from http://projects-legacy.ez.no/)
10:47:15	17919/17919	---M--	200	added ('OK')	application/zip	etag:%22a92cac5b6eaa848eef9ce0b67e0894c7%22	http://projects-legacy.ez.no/svn/attribute_help_text.zip	projects-legacy.ez.no/svn/attribute_help_text.zip	(from http://projects-legacy.ez.no/)
10:47:15	190/190	---M--	200	added ('OK')	application/zip	etag:%22d24d51aa728e319d1a1b30bbba47a36d%22	http://projects-legacy.ez.no/src/attribute_help_text.zip	projects-legacy.ez.no/src/attribute_help_text.zip	(from http://projects-legacy.ez.no/)
10:47:19	20427/20427	---M--	200	added ('OK')	application/zip	etag:%2241390434635fa9b9a09c735e8cfea588%22	http://projects-legacy.ez.no/svn/audio_datatype_that_provided_mp3_and_real_media_streaming.zip	projects-legacy.ez.no/svn/audio_datatype_that_provided_mp3_and_real_media_streaming.zip	(from http://projects-legacy.ez.no/)
10:47:19	266/266	---M--	200	added ('OK')	application/zip	etag:%2216aed9cfbdf71e5e4a7e8079535c3e58%22	http://projects-legacy.ez.no/src/audio_datatype_that_provided_mp3_and_real_media_streaming.zip	projects-legacy.ez.no/src/audio_datatype_that_provided_mp3_and_real_media_streaming.zip	(from http://projects-legacy.ez.no/)
10:47:23	31828/31828	---M--	200	added ('OK')	application/zip	etag:%22657fee32ef541cbfb2ce010f68e512c8%22	http://projects-legacy.ez.no/svn/audioplayer.zip	projects-legacy.ez.no/svn/audioplayer.zip	(from http://projects-legacy.ez.no/)
10:47:25	15644/15644	---M--	200	added ('OK')	application/zip	etag:%22a8270edeb6e86b5f5f579f2df874847f%22	http://projects-legacy.ez.no/src/audioplayer.zip	projects-legacy.ez.no/src/audioplayer.zip	(from http://projects-legacy.ez.no/)
10:47:27	21614/21614	---M--	200	added ('OK')	application/zip	etag:%22de3d8fff16e201eae49c367da912fde0%22	http://projects-legacy.ez.no/svn/autocreateobject.zip	projects-legacy.ez.no/svn/autocreateobject.zip	(from http://projects-legacy.ez.no/)
10:47:27	184/184	---M--	200	added ('OK')	application/zip	etag:%22137209b643bdae880b492a50c45ab084%22	http://projects-legacy.ez.no/src/autocreateobject.zip	projects-legacy.ez.no/src/autocreateobject.zip	(from http://projects-legacy.ez.no/)
10:47:31	18183/18183	---M--	200	added ('OK')	application/zip	etag:%22a45ff5a4e19441f4368e2ad0e4c8e173%22	http://projects-legacy.ez.no/svn/automated_user_placment.zip	projects-legacy.ez.no/svn/automated_user_placment.zip	(from http://projects-legacy.ez.no/)
10:47:31	198/198	---M--	200	added ('OK')	application/zip	etag:%223539ba7f168c28578c56eac4dfa5877c%22	http://projects-legacy.ez.no/src/automated_user_placment.zip	projects-legacy.ez.no/src/automated_user_placment.zip	(from http://projects-legacy.ez.no/)
10:47:35	17820/17820	---M--	200	added ('OK')	application/zip	etag:%22dc0ef780c3472617272aee74add4e0b3%22	http://projects-legacy.ez.no/svn/autonotifications.zip	projects-legacy.ez.no/svn/autonotifications.zip	(from http://projects-legacy.ez.no/)
10:47:35	186/186	---M--	200	added ('OK')	application/zip	etag:%2230623fa7dc9b0bf2035a68ef5fd365d2%22	http://projects-legacy.ez.no/src/autonotifications.zip	projects-legacy.ez.no/src/autonotifications.zip	(from http://projects-legacy.ez.no/)
10:47:35	3649428/3649428	---M--	200	added ('OK')	application/zip	etag:%2222aec8b838ab0189d9e5d643eaa500bf%22	http://projects-legacy.ez.no/svn/all2edfp.zip	projects-legacy.ez.no/svn/all2edfp.zip	(from http://projects-legacy.ez.no/)
10:47:37	3635825/3635825	---M--	200	added ('OK')	application/zip	etag:%22e54ab9d691dd4a07b94b15c903a27317%22	http://projects-legacy.ez.no/src/all2edfp.zip	projects-legacy.ez.no/src/all2edfp.zip	(from http://projects-legacy.ez.no/)
10:47:37	17754/17754	---M--	200	added ('OK')	application/zip	etag:%22751414e110d7f560ad11e331b5a17c46%22	http://projects-legacy.ez.no/svn/autoplaycarousel.zip	projects-legacy.ez.no/svn/autoplaycarousel.zip	(from http://projects-legacy.ez.no/)
10:47:37	184/184	---M--	200	added ('OK')	application/zip	etag:%228e35a4669ce9e227692311affc41b56a%22	http://projects-legacy.ez.no/src/autoplaycarousel.zip	projects-legacy.ez.no/src/autoplaycarousel.zip	(from http://projects-legacy.ez.no/)
10:47:38	37185/37185	---M--	200	added ('OK')	application/zip	etag:%222c5ef3bd86376259477694580747e4d3%22	http://projects-legacy.ez.no/svn/autorss.zip	projects-legacy.ez.no/svn/autorss.zip	(from http://projects-legacy.ez.no/)
